Income,Total Claim Amount,Customer Lifetime Value
0,373.073162,8231.223361
88246,428.608683,3095.175379
0,1742.4,74228.51604
64801,268.471802,7582.113842
57029,135.788525,16344.60809
28045,475.2,11763.15249
44661,436.836944,4053.373793
21246,398.4,3311.15793
31278,441.6,3528.044252
74454,340.8,5595.389905
62474,112.120881,5089.694325
0,1376.910777,22337.1631
20647,185.061408,4792.830533
33806,395.729716,27789.69235
0,340.201412,7511.660568
0,900.14526,18767.55161
19589,1027.010512,4987.643113
22338,307.801098,5123.196814
66839,739.2,5989.773931
99428,48.046869,5185.797582
31364,461.269135,5828.1822
15340,686.501976,13755.54279
36225,221.048602,9767.936882
0,271.014511,12097.91224
0,292.8,2265.318569
77601,276.640352,5719.088678
74243,71.311211,10171.47779
46707,80.70505,10517.15638
0,765.566699,4303.471379
50234,484.8,11926.75329
75526,494.4,16531.70376
0,1610.261914,13579.29911
28343,331.2,5437.443727
74948,216.744457,5103.296644
22728,556.8,4583.100889
0,712.8,6409.627461
17331,1138.255325,8991.98452
35133,692.962785,12232.77625
63147,87.565229,5126.038871
67575,401.60781,11014.1636
0,799.2,3819.619502
48315,340.8,8404.395122
34337,542.4,9035.671134
33818,341.878002,5453.707634
22439,470.4,3766.366587
79055,177.635183,7283.934392
45191,330.782934,2745.249838
41990,316.8,2626.279436
50979,262.842655,2456.816647
59888,712.682559,8453.677668
20978,1176.2788,3508.569533
32807,350.4,2877.354255
58414,1008.0,7840.165778
50071,18.918935,2771.045031
67796,331.2,5339.488286
90750,746.0459,6837.536476
0,900.0,13024.13012
69387,71.517444,5659.238384
29084,492.088331,5532.462342
60214,291.287905,7943.513275
96018,390.88142,9774.605777
20128,336.0,13596.19972
60233,481.265179,23208.39416
52920,1101.05432,7325.892726
90310,166.355491,4170.340729
58414,1008.0,7840.165778
99790,178.986788,17786.2778
21159,350.4,19378.9078
79699,348.82656,2638.140052
68236,20.725611,9148.877887
59207,556.8,13770.97618
21499,648.0,10515.96779
77563,545.999699,5821.684337
33415,374.4,3095.803437
20179,638.4,10598.54249
50147,484.8,7695.122957
22492,61.654262,6819.23119
0,475.2,8689.822524
93715,254.83769,8131.779152
23540,494.4,3815.321577
25370,489.6,11638.89947
68771,276.268778,22800.53543
0,350.4,4462.997006
68562,228.498823,13151.83203
36733,327.078047,14019.97546
45768,191.934494,2931.155192
0,307.2,4774.751709
63513,185.667213,8471.417471
58161,140.747286,5431.219117
83640,471.050488,5689.644114
0,28.460568,3686.723847
0,700.349052,3992.583886
0,499.2,3479.137523
0,3.468912,2502.637401
25820,393.6,3265.156348
0,699.615192,4455.843406
30366,484.8,7704.95848
51789,336.0,2750.705045
0,900.0,13024.13012
18608,340.8,2538.62632
83758,106.591949,2585.955652
22886,312.0,5096.673223
11828,571.479602,10083.48688
44762,114.51444,4943.386117
0,1221.143438,6516.214888
82664,133.425609,8838.085637
0,777.6,3810.238281
0,302.4,6334.466403
84978,166.77296,11665.09779
24164,657.6,10972.06778
0,488.910614,6006.963446
62777,101.288069,2656.713092
19864,352.394515,2359.423599
44428,499.2,12036.62051
21139,656.798232,8467.387317
0,851.146266,9392.557553
11896,476.254583,5227.230377
0,350.4,2693.75925
27972,292.8,2227.072755
0,624.711448,2326.864833
38399,368.890904,16794.31422
20868,134.629643,5016.827946
49682,198.84453,7757.924239
79090,289.040734,8609.158215
81850,429.860895,5275.056933
22906,519.883102,5746.32619
0,398.4,2705.987629
37138,417.28389,6186.265217
0,511.2,22445.28088
21024,450.129276,6277.844624
0,741.6,7215.821106
77135,98.372265,6514.430592
0,718.700718,34708.87261
0,820.8,4216.19522
72845,463.000336,13158.37206
51622,355.2,2917.539465
0,292.8,6355.678846
15616,547.2,13269.59942
0,590.4,5880.256499
23091,460.8,5926.729379
0,482.4,4121.252137
22699,355.2,7956.152761
14072,511.2,24127.50402
81713,332.224293,26864.20332
56516,955.2,31934.62164
0,525.6,5132.684537
26747,404.074203,4759.624343
63422,355.922452,2637.942355
22081,451.670309,6503.397049
0,1296.0,12786.66898
29698,215.884804,3147.973444
24518,241.656325,5618.485357
62873,207.75186,3230.576665
28377,451.2,7434.675149
21102,480.0,11714.78278
0,312.0,2009.772923
0,539.280951,6625.472768
81410,221.188327,9567.711298
27869,482.4,18474.71111
57449,494.4,12157.32992
40901,13.628274,2956.358303
88701,171.830049,3963.394851
29365,657.6,10896.04838
0,393.6,6081.048248
0,1060.310769,30141.61738
56455,350.4,5737.233278
35095,525.6,16979.79757
0,1116.0,10915.35877
94903,451.2,3808.122147
80192,95.193157,5408.911507
0,827.786203,13419.39623
60244,326.281835,3237.996209
52735,123.512596,10357.62776
78275,25.336642,11619.91802
77282,489.6,8209.054963
21604,379.2,3096.511217
51962,788.206874,4804.35851
0,489.6,4786.054889
56362,945.6,15886.03136
85753,316.8,5285.079293
36167,364.8,2945.370362
68568,1070.4,18089.79629
35482,619.2,10208.92761
92079,114.798771,20708.25881
0,554.4,5247.852585
0,1188.0,5179.55248
34558,376.529086,4513.435299
14775,170.939409,5297.625945
35637,326.4,5377.014781
66726,335.840529,7661.388132
0,345.6,2677.279707
0,460.8,6877.817669
79719,425.924132,5714.232848
25632,351.270869,4929.549699
61108,49.451117,10484.91535
0,657.6,9490.406534
21073,508.8,7805.31287
17932,379.2,21274.34205
81082,281.295903,5838.89915
71684,196.065149,2677.495763
57338,292.8,2374.798861
0,489.6,22103.5072
24409,297.6,2427.770513
83488,432.784577,7294.40195
0,773.346065,11360.46496
62537,354.199664,2811.956395
10621,321.6,4386.277558
43478,384.0,6446.918637
46503,1032.0,8427.172486
27179,344.201601,5290.127299
62229,336.0,5592.455266
0,441.6,18892.19767
67060,339.000467,13623.62257
13663,465.6,25464.82059
0,453.6,2175.624856
0,699.67536,6699.222525
97745,695.136477,9043.678095
26026,283.670312,4369.041685
72794,50.454459,51337.90677
47730,219.440024,28699.89392
0,725.870693,4270.034394
0,345.6,5345.994644
0,336.0,4774.747415
97785,236.614219,14727.50526
0,712.309237,4755.47946
30817,91.834668,3436.134281
64502,39.336222,8355.774443
30335,326.132867,3412.566597
21020,178.371281,6185.337641
84574,167.459769,8456.722498
0,700.725788,3021.938522
0,436.143226,6966.142868
11828,571.479602,10083.48688
54889,302.4,2539.990699
89918,367.230882,8456.455313
87002,199.851173,26576.31541
55687,1324.8,10963.95723
17103,417.6,9671.98323
0,702.020904,1898.683686
28441,686.020135,8595.146838
91212,270.311239,5532.753182
66325,497.719213,9371.773682
67895,403.937672,3975.321516
29550,118.750512,4456.016549
10275,465.6,3495.891476
61725,508.8,8512.13221
28215,468.0,4650.063763
10563,109.814874,13523.12989
0,722.432062,4422.409799
99722,292.8,7320.98824
16224,498.452698,7031.463693
72096,252.330905,5123.484988
63800,542.4,9050.756606
55687,1324.8,10963.95723
0,640.8,6039.020697
0,351.85681,2108.493744
29598,150.926696,9875.092794
22907,49.18776,6928.601611
22697,892.8,14318.44839
70174,128.90032,5107.071054
85378,513.6,17223.89108
31477,146.950756,7516.831717
66429,57.712985,5389.499465
0,900.242038,6275.155361
0,655.489027,4722.237214
0,141.460349,6282.317743
74217,418.005524,7986.191274
46298,128.292466,6503.219978
0,648.0,4881.753428
43860,156.124914,2514.59196
0,331.2,7955.442668
48029,292.8,4809.21696
86830,480.533246,9696.548818
0,509.100577,8709.321889
40706,166.123172,2858.452328
69231,193.243084,5233.949019
0,950.4,13494.76017
0,756.0,6870.607058
16171,311.004168,5652.72374
51397,292.8,2345.262087
83879,212.148485,19688.31898
63267,530.340202,7247.206475
44712,537.78416,6085.304178
59311,14.812808,5480.070226
81957,433.426544,6876.309925
59601,321.6,5368.887709
71034,494.4,8283.066678
13103,458.003651,5384.671725
20978,1176.2788,3508.569533
46503,1032.0,8427.172486
61064,539.774172,4553.809528
17572,639.769748,4318.433036
99823,250.183388,14091.19449
17453,566.4,8693.631249
55663,194.739777,6661.181553
73196,85.809817,2654.380994
58577,303.872752,4428.031583
88055,337.727542,5738.277584
0,384.0,5815.049178
80892,528.0,4425.905071
34990,42.689135,2574.020376
37124,430.518791,2832.513487
22236,409.425049,4876.315707
97131,307.2,5181.620895
67760,465.278453,5947.215835
0,97.691104,2563.863345
0,307.649586,15144.40954
37473,336.0,5558.304507
32314,326.4,8109.364607
49214,371.322406,15638.57599
49851,331.2,8334.317162
27951,436.8,10418.31143
0,456.0,6846.150323
56410,523.99823,9403.875138
22497,1017.6,16985.49688
61347,604.237801,21101.21422
37803,355.2,2914.955295
91276,504.0,8593.866533
30816,237.57033,6861.745956
41968,183.207703,2680.900678
35754,612.973779,15797.98978
36706,435.606086,2863.312165
48258,1195.2,30061.69259
52965,83.815183,10682.7619
0,604.8,2746.90319
0,455.644704,2388.949198
62634,122.017931,13776.74135
96917,71.942176,17263.64048
76157,556.8,4669.22664
53219,561.6,4673.196379
81412,344.294164,4347.591949
59744,476.486416,33873.18123
38898,561.6,9100.787395
0,17.938979,6358.251692
99961,316.8,2628.468543
30886,103.424766,7193.101159
35984,275.577631,5039.869278
0,539.5622,3962.825542
0,1303.2,6425.709981
0,667.2,15672.69696
60244,326.281835,3237.996209
0,518.4,12992.27561
37553,897.6,22217.96796
0,525.6,4931.258363
60475,513.6,4330.38602
0,672.91665,8296.176276
0,979.2,8334.359986
25545,331.2,5348.071007
24182,316.8,2398.740007
80979,25.961213,6622.05254
0,446.4,4155.946211
0,47.502366,8430.059143
29250,308.240792,2545.518369
33566,205.043307,5004.583872
65247,381.238176,2899.702858
39650,922.335972,6767.806751
0,960.115399,3123.080994
82680,326.4,8184.691323
0,799.2,7636.279594
0,619.2,9227.567263
0,460.741097,7587.337272
0,439.2,2191.133237
86834,0.099007,5004.135361
46143,223.028356,4794.931261
21275,1152.0,26730.06042
47746,246.696768,4260.765808
51675,940.8,15477.27854
85522,165.002742,5126.836814
0,753.22565,4068.092649
0,633.294203,17712.20524
55632,478.609999,9775.816061
0,669.6,20534.39224
0,374.4,5800.188903
69152,221.359492,3319.620511
13476,433.588181,6529.431827
0,914.538629,7602.663689
33252,407.668083,2839.808041
0,734.4,3288.209809
59456,907.2,15031.5645
88989,232.745161,5055.902381
0,513.6,8012.917253
17034,542.4,8300.70769
88435,136.263492,2516.103555
71445,336.0,2749.407985
72149,69.310166,8071.334962
23376,374.4,2867.312197
44788,386.031248,7285.030983
69379,494.4,4118.588554
38521,557.184015,5293.368089
34482,83.830109,13265.96256
0,487.345606,2369.439009
37256,128.969729,9816.528302
77311,113.609508,21914.40548
39268,188.870427,5143.88351
59644,379.2,3136.698216
0,326.4,7713.819259
23376,374.4,2867.312197
50854,101.489422,11516.40557
35158,165.958605,15025.19126
15413,508.8,4013.849907
17860,656.122925,3288.825448
16181,1261.319869,13736.1325
91182,249.140907,3890.87081
41154,345.6,5701.277221
18746,326.4,2590.214327
70277,84.818806,3223.331519
0,668.158687,4912.025292
24919,420.420755,6532.010543
0,335.234102,8012.124825
0,460.8,3731.504584
46370,326.4,2702.380487
89918,423.116739,23207.24981
37138,612.0,3347.028677
19683,561.6,8382.630118
32214,296.560998,11793.12528
26472,355.2,2965.71995
39841,440.128707,5646.323845
51085,406.902001,2452.491364
61006,73.919629,5953.213546
34148,451.566751,12883.81001
95697,114.273025,2471.528431
75685,369.918482,2927.07045
20870,345.6,8400.788878
66900,326.4,2729.126448
0,508.8,7643.068919
37043,30.984936,2493.591571
42837,290.580543,4170.572119
33305,353.77899,4908.207958
0,558.281543,3891.583881
24823,229.279059,2682.423898
98192,403.2,10003.24729
88249,244.803741,13094.60875
54585,340.8,5719.785738
39770,561.6,9393.968332
85367,67.975243,3433.82408
74809,283.787384,4932.878744
50144,786.934186,13610.10746
20075,483.731784,2913.323811
76448,302.4,5111.304579
59556,681.505066,4540.381153
14174,345.6,5598.273622
35230,16.214764,9638.066778
0,436.8,9801.287358
0,350.4,5504.139033
0,547.2,8447.801005
51352,95.661376,19927.63513
76675,141.718568,5815.261714
0,326.4,18690.34066
0,297.419028,7224.235434
94242,41.229484,8595.982289
0,217.92632,12362.08766
71153,209.019238,4916.303715
63326,1080.0,8935.274872
29629,228.443418,5433.214031
0,599.152722,4847.24253
23726,355.2,5714.165863
48999,412.8,10097.68732
13037,839.348464,4726.869327
24245,302.4,7079.790277
44047,969.232217,5395.434909
91942,561.6,9452.996411
37640,174.046849,5284.312599
77058,119.331041,20215.3918
0,525.6,2510.054168
63755,291.860708,19884.91592
37384,475.2,4014.453113
42557,57.562324,2540.689797
45473,188.938397,27382.81893
10743,336.0,4875.31604
0,813.6,12324.2654
0,283.881697,2280.386988
0,575.890362,4165.994433
75644,467.803638,4974.801539
63455,287.654819,2404.917967
73782,111.622054,3032.816016
80590,134.158389,2891.272351
59797,609.6,15261.41386
48567,624.0,5015.009472
62470,243.766542,5325.394799
57338,316.8,5291.395332
63288,558.433218,16107.19004
55281,921.6,7605.637524
22985,458.056054,3065.365332
39608,22.961216,6245.575806
99189,75.302707,9406.381948
0,574.102379,7815.46882
0,514.360634,9747.99401
58089,566.4,4686.469674
81350,228.185834,8869.619888
0,731.289267,4741.808942
43704,1064.482165,24178.68478
75497,71.773341,7951.777533
40372,76.975713,6762.082924
17489,587.689075,3044.78946
86277,212.039619,5908.16294
0,453.6,4574.547243
0,355.2,8377.499751
49078,484.013411,22332.43946
81082,281.295903,5838.89915
0,835.2,7577.065297
40635,489.6,8012.841201
26351,571.2,9217.978125
0,824.487259,2749.189304
42836,244.580023,3588.87609
40175,154.721555,3954.538361
62873,207.75186,3230.576665
0,588.936956,5158.648497
50985,307.68931,2776.582901
0,835.2,12836.00951
42803,889.288242,28421.57022
0,624.980751,2276.392936
35970,470.4,3895.961837
44537,441.907057,4247.683347
13528,412.8,6005.847375
14030,345.6,2719.506996
0,492.644465,4185.757242
33190,508.8,33473.34946
0,61.580247,7331.508054
21033,738.975495,9320.284812
26285,403.2,3312.323945
0,65.953005,5560.278162
73245,305.121363,8214.602384
0,244.816163,8647.139152
0,616.279356,4446.738622
74365,926.4,7769.841954
30821,451.319227,3911.118202
69844,184.379697,2731.520409
0,595.2,8401.788653
55836,314.936185,5875.038074
40352,406.367233,6188.379423
14985,571.319514,4506.577736
27458,730.373515,10548.53703
56343,1612.962321,35203.57475
12780,225.437098,8193.750001
68558,280.903779,5313.436344
47747,165.588524,4379.770178
16113,494.890996,20885.55547
0,379.2,2771.963072
39626,485.705851,5461.548993
49304,312.0,2570.235172
27972,292.8,2227.072755
27568,278.689331,5394.000979
25905,302.4,2300.691547
21442,518.4,25360.10404
34516,42.950852,4374.038985
0,342.468248,4953.358432
28354,320.327775,4590.811214
0,345.6,5062.37379
37722,158.077504,9075.768214
32021,336.0,8133.157212
13393,34.708194,2869.301319
13624,561.6,27937.75093
27800,321.6,2606.186321
58419,202.468807,7764.273102
50407,352.060768,18380.39026
0,856.347474,6102.953572
77603,547.2,9191.672825
75606,571.2,9581.281433
41458,191.100227,7532.262392
0,420.765993,2795.321353
0,445.001296,5673.840992
70619,293.948632,15016.18511
41273,221.226696,3087.249746
46946,336.0,5480.701059
0,542.4,7944.973807
99180,33.751887,8543.247323
55350,321.6,5380.898636
28215,468.0,4650.063763
75425,663.643801,36946.06393
63583,167.39959,3314.55133
0,475.2,4566.377261
37995,667.2,5597.12496
37125,290.911693,2540.551456
53357,55.320014,2939.330187
70140,955.2,16068.34838
52380,892.8,7360.873696
79292,55.394702,2700.985899
0,774.892461,3095.705571
0,1480.336748,4383.751482
75425,823.798803,9928.874825
20992,307.2,2399.17815
57428,414.649796,3402.777293
92606,287.437831,8711.302422
86001,523.2,4358.762008
79751,392.235698,2551.226692
68654,208.048487,5642.747998
0,208.892861,4151.667368
92629,60.845685,2842.025913
54094,502.994931,8791.444942
95419,336.0,8268.272933
66466,293.016168,8581.637267
68131,226.607648,5244.40475
56481,273.250112,8509.019846
70082,571.2,4743.615503
51437,244.086665,22754.66137
0,525.6,5335.015944
27972,240.318607,6966.319103
24930,364.8,21205.37785
26245,44.284642,4271.200049
57883,431.847824,5580.818466
0,483.25721,2224.089639
58828,446.751243,2709.539796
51906,374.864662,2890.338106
28095,393.6,6403.577368
88723,355.2,5981.381645
53078,200.97608,6225.022266
88895,209.863509,8496.358981
60078,140.819942,10213.99111
0,321.6,4547.162694
45820,249.742856,5741.696078
0,677.970934,2388.353882
12439,552.0,12624.96121
25998,791.878042,8382.478392
98451,316.546868,4964.666365
23803,410.548521,2871.437451
0,595.2,13080.78528
26100,482.4,2482.411991
0,376.923839,2726.834065
0,315.215329,4776.186527
65252,482.48791,6091.89923
48567,624.0,5015.009472
34337,542.4,9035.671134
20394,508.614758,4381.880534
0,784.611446,5775.517825
0,292.8,4250.282624
31617,244.269407,2347.048112
0,297.6,6940.069184
21104,118.454974,2572.506605
37748,868.8,41491.74481
0,438.661509,3571.346578
25023,397.139856,12734.21253
0,271.164139,4529.112791
14108,523.2,4177.876779
23923,393.6,9824.745841
0,321.6,2430.801647
22705,1294.700423,19160.98994
0,427.2,3301.518961
0,506.92275,4692.098956
50825,369.614729,8092.87696
14616,575.260213,3964.534974
0,272.381465,2497.531509
29504,1224.56345,9656.212573
58789,215.438825,8888.143979
29491,292.8,7347.410517
78077,438.069458,8578.364528
0,799.251165,3467.323976
76558,216.980413,8901.468512
78618,225.578841,2619.337376
82664,133.425609,8838.085637
23053,780.941649,10127.77087
50250,561.6,4633.452912
32169,785.82348,7796.000083
0,286.115778,2993.024583
99069,77.442722,7985.472561
20978,1176.2788,3508.569533
17576,398.502948,2722.210707
42297,200.38673,2783.583044
0,824.597262,8649.997286
0,151.231247,4652.91278
0,161.092415,8395.806331
48990,355.2,8804.53711
16916,377.512951,7155.337765
18375,535.080276,3954.344534
17150,689.800891,15032.9003
23815,424.330166,8257.666512
21947,566.4,9256.918609
0,863.219668,6507.751779
89451,61.769564,2530.705137
79325,251.294821,5482.549359
88454,308.749796,4050.506193
0,417.6,6326.679236
20943,240.00056,2627.76229
51972,316.8,7814.604545
54408,288.329793,6314.579645
23751,586.921708,6386.278164
37612,307.2,2537.969253
91603,472.67262,5335.375586
0,639.758314,4549.079221
16450,871.484565,4836.21886
50864,158.362972,6478.801192
74560,528.0,35440.14262
62488,200.689331,2404.380963
55837,741.867506,9264.565015
0,475.2,2433.024631
97742,67.648392,5367.089817
0,496.8,2452.360892
64125,369.818708,8646.504109
0,446.4,4340.086445
70412,136.291083,4930.949334
0,336.0,5292.632491
66267,1093.708851,8986.610653
0,863.935307,5619.967791
40882,393.637436,10340.45566
34498,398.4,6369.262355
0,355.2,2767.5949
23228,307.2,4831.421687
40864,166.937747,4282.947971
46133,19.626306,5718.276608
46900,316.8,2580.849899
0,441.6,6481.382268
53390,278.999409,5133.414764
99185,449.428182,9369.639891
62815,47.061469,3196.578455
26277,292.8,4720.608872
41854,481.269644,8861.900439
0,412.8,6032.737631
66627,733.21126,6832.36853
12131,251.44949,2242.090803
0,528.0,4157.698118
0,648.0,6189.122455
33317,345.6,5643.724704
68931,309.577946,5332.462694
0,321.6,2121.313061
19189,518.4,8281.740124
49390,738.05105,7835.929299
33124,80.119997,2552.913868
40516,137.168874,2795.410029
0,537.6,8007.399376
34615,417.6,6886.324494
29894,16.510134,5106.781547
0,379.2,5612.375586
0,847.490817,5658.912313
86732,204.373113,7263.599744
68516,95.693949,8712.157741
31562,552.0,9198.685111
0,582.420512,5162.370678
24477,379.2,6289.946999
0,480.0,3649.708655
20046,417.6,6766.558551
78152,547.2,4631.011293
0,733.522405,6810.52531
36067,561.6,9378.634228
44362,142.113373,15762.53198
77350,316.8,2635.505781
86641,161.752532,5741.72743
72258,12.497538,8414.942855
70737,741.655597,9123.911266
0,1410.16929,15994.008
0,988.535078,9022.08313
0,388.8,4759.664624
17672,792.0,3993.882994
0,1245.6,18853.73945
47297,796.130111,8840.193762
57240,83.652384,6696.903521
28181,523.2,8476.082867
31275,316.8,5205.748188
0,1310.4,6141.961623
63774,60.036683,4376.363592
78441,613.866905,12375.02163
0,499.2,3451.10244
0,364.8,8107.26533
0,511.422666,8662.048958
91423,435.796252,8696.907111
86933,269.563038,2535.266473
65255,321.457124,5633.741543
41533,232.879766,5176.730072
50097,17.484679,5531.723723
73858,422.59237,2810.671023
94943,387.545055,2780.729047
72685,14.464783,2572.452634
60184,161.61574,7664.219255
0,763.2,3839.746159
74045,307.2,2509.268453
52564,42.131925,14566.09246
19098,417.6,3220.775528
78784,239.964694,3199.824902
0,163.046956,16045.10952
29256,302.4,4918.916267
77912,23.89816,5623.757656
45345,99.039453,5677.465907
25630,412.8,3016.444225
22280,169.414572,5279.124682
0,496.8,4803.935174
61567,39.532978,2608.786334
34644,316.8,7832.569008
26991,856.8,4260.33573
49746,624.42874,2369.369299
0,723.010515,20604.01627
49625,261.549577,2652.067994
49308,150.235884,2597.864075
63624,175.243467,7712.436971
80358,443.637243,4698.88415
38460,91.55098,3403.919366
0,460.8,4355.702301
0,727.2,11095.97445
0,711.323244,3300.684961
34835,294.691896,6981.081694
93836,497.353106,16922.12519
34075,451.896687,7639.670244
35624,227.44626,19237.77089
83218,245.103885,2915.649943
24641,504.0,4196.429642
22828,508.8,16473.16905
0,340.8,2657.570431
28729,338.744392,3267.709691
72731,125.704164,2584.532849
59932,116.600107,5503.919257
54292,321.6,8021.067105
0,931.2,19606.35999
0,302.4,1904.000852
59414,340.32278,7288.297591
96587,749.244062,5553.521059
0,532.8,11702.34819
0,638.4,36897.79765
94362,195.405949,2957.102851
84488,208.885686,19643.54421
65085,480.073548,4111.888285
0,518.4,15122.99194
0,450.760925,12807.09083
0,664.128009,2500.241685
0,446.4,4260.709139
60798,316.8,2609.533154
30761,331.2,10796.44832
25981,77.54669,2590.654042
67739,270.373444,29199.81072
25581,429.695284,4194.659772
99759,74.463101,10314.52484
76514,573.941286,9028.307862
18375,535.080276,3954.344534
21832,403.2,6089.517361
0,842.4,12827.42831
95330,542.4,9135.291575
0,634.396608,7902.681227
0,326.4,14827.91055
25899,302.4,2500.834374
0,355.2,5395.346288
33201,314.044227,2651.615963
18287,292.8,2119.894333
76506,427.2,7155.471967
41859,166.1306,5994.226432
27504,436.8,22647.21772
45360,350.4,2833.797966
49078,484.013411,22332.43946
0,648.0,5846.41534
91810,165.520952,2867.211836
70600,636.982333,14435.66453
33554,934.656068,5237.477743
77642,282.146354,7710.912153
25963,298.954932,5158.576449
57452,652.8,5414.897604
0,491.66348,2903.749709
91416,109.904496,5575.751228
22000,383.224514,2616.409509
41167,554.957693,4617.838205
0,504.0,20123.86854
0,412.8,3200.795405
53944,340.8,8583.854913
75648,112.660916,4349.30875
29414,71.303109,4729.593583
48567,624.0,5015.009472
69276,201.327931,5797.604861
0,460.8,3475.07136
50117,462.654347,8542.218196
22828,508.8,16473.16905
0,818.730215,6776.353402
0,979.2,9713.156737
20868,537.6,4429.193391
40921,10.560419,2435.535995
99654,272.788141,9863.502214
0,686.90827,8207.858272
56218,302.942519,2781.446975
70717,37.28874,5807.994569
62989,319.131547,8395.272249
41459,340.8,14333.92489
0,489.6,11003.54385
42512,77.479316,4049.807215
0,437.040616,2141.750757
83288,353.397699,5079.843625
46267,231.969205,2895.522489
0,650.52179,9031.214859
74424,388.8,6554.390004
0,693.084662,7487.744636
58883,432.480275,15118.89548
41539,556.8,9007.431501
33881,65.659137,5488.931031
86448,59.853369,7234.142952
25237,378.345883,5205.751205
0,482.4,4697.152892
49419,203.296071,6207.171358
90414,398.4,6615.815683
39930,412.8,9708.504642
23202,460.8,10831.13004
79487,547.2,4626.801093
68423,324.413656,6748.231188
84495,302.4,2542.06388
43091,330.138332,5450.394878
41951,40.536151,7243.865476
89834,504.0,8306.550901
92157,270.381385,2734.514945
35773,446.4,11030.66148
0,475.2,3402.39442
15850,314.528138,6945.016955
11167,350.4,2568.843396
21195,345.6,5764.648599
27430,184.955105,5403.546122
0,302.4,4899.231772
0,571.2,9048.983447
59839,513.6,8093.898245
0,350.4,2496.766693
38166,236.842746,2602.24525
0,456.0,6751.437153
13457,285.825083,3621.68883
0,326.4,6896.088021
52721,550.127548,5438.696611
22012,75.698305,14472.583
19864,352.394515,2359.423599
55289,134.124254,5323.267311
30449,501.092992,7390.903278
27362,422.78411,11447.5071
29460,29.303915,5754.853121
0,451.2,10244.2435
42532,200.641734,4645.569555
66707,71.980757,4887.344366
68041,165.570243,2497.808174
0,468.0,2369.111588
0,307.2,4490.597249
40968,465.6,3719.247732
39913,344.765129,4198.030023
31710,199.551735,2420.711888
0,350.4,4462.997006
89113,219.362643,6291.655714
0,725.870693,4270.034394
0,321.6,2460.665175
38688,2294.631639,19435.62924
0,528.0,7374.077921
0,609.6,18269.53692
28014,631.594469,11925.71535
14170,523.2,4223.274671
64825,359.484342,10298.38586
77357,29.884537,5229.741907
21629,298.626189,2402.81597
25927,674.973614,3933.813993
44388,496.843023,4299.838835
54539,287.453171,7635.554626
17576,398.502948,2722.210707
84629,411.671832,7291.599536
24964,888.0,58753.88046
43573,409.684798,5261.037541
0,340.780156,16938.29858
0,756.0,10575.94816
35011,215.728468,5552.331515
63651,224.711836,7150.225367
83846,355.2,8717.049833
0,1317.008182,6847.588918
39133,90.524457,5418.726537
31278,441.6,3528.044252
0,685.12694,16468.22079
44788,386.031248,7285.030983
0,561.6,16963.83934
62447,133.977857,5807.659307
31475,22.962412,5068.264582
80780,3.55,8797.829644
88613,359.36848,4439.900652
45949,110.556062,2404.459452
35596,307.2,5066.634057
76875,17.375878,5890.528762
41842,292.8,2410.498573
28884,518.4,5288.240125
24631,398.4,26413.54751
0,680.753091,16236.47626
71560,178.700204,5534.576395
0,384.0,9202.638441
72421,312.0,2592.437797
54702,955.2,8019.856041
0,547.2,6943.741598
57335,407.887715,13367.86562
0,482.4,5885.335302
35033,490.638202,3479.760165
65733,684.948527,9103.8997
0,472.611522,4813.284447
0,633.6,9575.7578
16181,1261.319869,13736.1325
86180,48.051339,8090.884414
36881,499.2,8267.119555
47888,545.083116,2489.16729
21986,333.696228,2395.57
47199,480.0,3863.309585
0,331.2,5173.485319
86305,80.73124,4984.618655
39062,346.991025,2396.192355
16976,238.952528,2631.87754
0,468.0,6993.838856
83283,273.702709,15055.53836
41972,691.709371,3401.881747
34080,220.644418,4126.61326
0,350.4,4462.997006
40269,329.980754,9320.090224
61894,436.8,3663.740198
23300,339.906034,4962.208409
66023,265.629611,2816.758764
39660,416.8496,4330.769101
0,32.508635,8262.879764
60466,784.186389,4666.643522
32848,250.454012,5876.054314
20662,373.324673,8427.723769
64985,16.425514,13023.9329
68022,494.4,8209.59982
72834,91.941259,2464.238061
74592,321.6,2727.520769
73938,53.095599,3086.013544
15999,398.4,22067.728
0,632.081402,4836.054291
0,460.8,6912.03963
0,345.6,2570.761765
0,576.0,2991.696011
62375,411.228571,8253.266591
61427,422.4,10477.77713
64396,355.409311,16373.7273
49312,230.104769,5184.94945
0,292.8,10634.83711
28513,480.0,15114.40241
0,518.4,11875.89915
97321,74.744643,4369.496687
58839,18.965718,7432.856752
0,518.4,2558.762931
88567,321.6,5452.171237
91646,57.678779,2968.077571
0,1012.8,15700.28436
48552,262.746281,7477.176362
31485,294.905685,9407.452895
0,628.801638,4428.038374
16511,972.0,10053.55227
51020,350.4,2907.898828
43838,465.6,7644.763153
0,827.085431,9709.746073
22454,556.097027,8439.615236
57933,533.255723,4209.682602
0,595.2,8556.418397
26335,355.818306,26770.44534
85322,735.491986,16265.58682
37843,354.455466,3624.901612
0,482.4,2519.918897
74730,421.235276,4819.183706
0,483.881752,3028.780121
0,307.2,2316.796105
28432,612.300581,13869.92705
71210,1027.2,25807.063
19581,321.6,2342.01381
0,576.0,2747.771656
56005,326.4,5479.555081
0,572.847549,9199.539814
23671,331.2,8060.161694
22244,114.815893,6686.128629
0,470.576119,4709.52218
75329,45.905292,2685.425957
