,Income,Total Claim Amount,Customer Lifetime Value,Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints,Sqrt_Total Claim Amount,Log_Customer Lifetime Value,Exponential_Number of Policies,Reciprocal_Monthly Premium Auto,Boxcox_Number of Open Complaints,Education_1,Education_2,Education_3,Education_4,Policy Type_1,Policy Type_2,Sales Channel_1,Sales Channel_2,Sales Channel_3,State_1,State_2,State_3,State_4,Vehicle Class_1,Vehicle Class_2,Vehicle Class_3,Vehicle Class_4,Vehicle Class_5,Response_1,EmploymentStatus_1,EmploymentStatus_2,EmploymentStatus_3,EmploymentStatus_4,Marital Status_1,Marital Status_2,Coverage_1,Coverage_2,Policy_1,Policy_2,Policy_3,Policy_4,Policy_5,Policy_6,Policy_7,Policy_8,Vehicle Size_1,Vehicle Size_2,Renew Offer Type_1,Renew Offer Type_2,Renew Offer Type_3,Location Code_1,Location Code_2,Gender_1,Expiry_month_1,Expiry_week_in_year_1,Expiry_week_in_year_2,Expiry_week_in_year_3,Expiry_week_in_year_4,Expiry_week_in_year_5,Expiry_week_in_year_6,Expiry_week_in_year_7,Expiry_week_in_year_8,Expiry_week_in_year_9
1744,40864,166.937747,4282.947971,70,16,1,109,1,12.920439117924747,8.362630286535905,1.0,0.00909090909090909,64.07492246437907,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1745,22668,33.718553,7750.120323,34,5,2,67,1,5.806767861728244,8.955592669706371,1.148698354997035,0.014705882352941176,53.9260004719723,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1746,90751,315.826382,6627.174629,22,2,8,82,1,17.7715047759046,8.799084725362922,1.5157165665103982,0.012048192771084338,80.72582604369525,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1747,44186,295.04969,7474.605769,96,9,2,64,2,17.177010508234545,8.919400434306482,1.148698354997035,0.015384615384615385,65.54907295464815,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1748,92678,34.689611,5561.291397,67,0,3,70,0,5.889788705887504,8.623765424108369,1.2457309396155174,0.014084507042253521,81.21571742644896,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1749,74257,214.586742,6098.462114,91,16,3,76,0,14.648779539606704,8.715955868240705,1.2457309396155174,0.012987012987012988,76.18916474067929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1750,99981,204.872273,2859.52893,22,2,1,71,0,14.313359947964699,7.958761827273942,1.0,0.013888888888888888,83.00795021435705,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
1751,0,655.2,5994.424627,89,26,6,91,0,25.59687480924185,8.6987518951451,1.4309690811052556,0.010869565217391304,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1752,19591,95.925021,5635.249486,79,8,4,74,0,9.794131967663086,8.636974138539903,1.3195079107728942,0.013333333333333334,51.65799227318204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1753,29095,664.280864,5067.208338,80,2,1,127,0,25.773646695801506,8.530742649120171,1.0,0.0078125,58.024553496008316,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1754,0,389.750793,2263.284608,15,25,1,62,0,19.74210710638558,7.725014141669552,1.0,0.015873015873015872,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1755,60880,109.906628,14435.67365,89,25,2,119,0,10.48363620124239,9.57752702926245,1.148698354997035,0.008333333333333333,71.9373105641009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1756,61785,271.10697,4928.397077,47,31,5,61,0,16.465326294975146,8.502971962803313,1.379729661461215,0.016129032258064516,72.24523689028227,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1757,44428,499.2,12036.62051,61,17,2,104,0,22.342784070030305,9.395792067271222,1.148698354997035,0.009523809523809525,65.65328211471191,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1758,95697,178.006524,8564.768226,29,29,9,107,0,13.341908559123016,9.055529100372882,1.5518455739153598,0.009259259259259259,81.96859420754792,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1759,18064,182.964184,2361.883909,45,10,1,63,2,13.526425396238283,7.767638147330035,1.0,0.015625,50.43531257465107,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1760,74720,200.812425,5565.693282,99,15,3,70,0,14.17083007448752,8.624556490922911,1.2457309396155174,0.014084507042253521,76.32601253434767,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1761,22594,321.6,5146.80976,41,22,3,67,0,17.933209417167916,8.546326613876241,1.2457309396155174,0.014705882352941176,53.874159624263854,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1762,40987,329.013275,2938.080327,15,6,1,73,0,18.13872308074634,7.985851997450661,1.0,0.013513513513513514,64.13102347571828,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1763,24561,853.473552,14432.74644,31,1,2,126,0,29.214269663984414,9.577324246621885,1.148698354997035,0.007874015748031496,55.21233335692602,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1764,76456,42.693918,13027.41984,34,27,2,83,1,6.534058310116309,9.474888391851701,1.148698354997035,0.011904761904761904,76.83371331689692,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1765,65828,297.6,2451.988783,3,22,1,62,0,17.25108692227826,7.805062471479995,1.0,0.015873015873015872,73.5822849658738,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1766,0,489.6,4661.984144,48,0,5,68,1,22.126906697502932,8.447410896416521,1.379729661461215,0.014492753623188406,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1767,63621,444.620265,5600.010179,48,8,5,70,0,21.08602060607928,8.630702249562225,1.379729661461215,0.014084507042253521,72.86003560897045,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1768,10074,108.995934,4016.132772,42,33,1,107,0,10.440111781010776,8.29832368633982,1.0,0.009259259259259259,42.39890176862509,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1769,78965,145.587985,22195.80299,78,3,2,183,0,12.06598462621265,10.007703548030554,1.148698354997035,0.005434782608695652,77.55292756625315,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1770,0,479.028818,7343.353716,57,16,2,68,0,21.886726982351654,8.901687095083837,1.148698354997035,0.014492753623188406,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1771,23604,460.8,4804.514274,86,4,8,64,0,21.46625258399798,8.477519344605406,1.5157165665103982,0.015384615384615385,54.57137267213293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1772,99205,323.246017,2735.538859,21,7,1,68,0,17.979043828858085,7.914449210738951,1.0,0.014492753623188406,82.82210789407101,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1773,0,441.6,6940.972823,60,4,3,92,0,21.014280858501916,8.845341281548036,1.2457309396155174,0.010752688172043012,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1774,0,433.160284,2396.219292,71,6,1,66,2,20.812503069068843,7.78206471627399,1.0,0.014925373134328358,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1775,55350,321.6,5380.898636,13,0,9,67,0,17.933209417167916,8.590796497218744,1.5518455739153598,0.014705882352941176,69.9799279317116,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1776,21052,453.578343,8432.815731,55,12,5,111,0,21.297378782376015,9.040004585715918,1.379729661461215,0.008928571428571428,52.76479412915844,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1777,0,496.8,7556.507482,64,5,2,69,0,22.289010745208053,8.930296716663047,1.148698354997035,0.014285714285714285,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1778,24664,496.8,7787.431684,15,12,2,69,0,22.289010745208053,8.96039479433447,1.148698354997035,0.014285714285714285,55.2802338717605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1779,45225,209.176923,4787.812897,83,15,1,124,0,14.4629500102849,8.474037830253845,1.0,0.008,65.99360263873227,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1780,30430,425.662574,9707.647552,77,6,2,86,0,20.63159164970071,9.180772267547374,1.148698354997035,0.011494252873563218,58.791546720067004,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1781,35149,120.477298,2552.226197,33,26,1,64,0,10.97621510357737,7.8451130137867295,1.0,0.015384615384615385,61.321501255255406,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1782,16513,340.8,5223.429265,37,23,6,71,0,18.46076921474292,8.56110083928786,1.4309690811052556,0.013888888888888888,49.1141822984368,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1783,10892,316.8,5010.44933,9,16,3,66,0,17.798876369029593,8.519480439668522,1.2457309396155174,0.014925373134328358,43.39987518859476,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1784,37995,667.2,5597.12496,50,16,1,139,0,25.830214865540704,8.63018699208421,1.0,0.007142857142857143,62.73020550703867,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1785,54704,468.176056,4457.936252,75,6,1,113,0,21.637376365909063,8.40266550804625,1.0,0.008771929824561403,69.74215723324194,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1786,25381,340.8,8200.78728,62,22,2,71,0,18.46076921474292,9.012107370477912,1.148698354997035,0.013888888888888888,55.74729726080384,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1787,0,355.2,2746.080105,75,5,1,74,0,18.846750383023593,7.918293846572906,1.0,0.013333333333333334,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1788,18150,220.304649,10215.77915,34,17,2,67,0,14.842663137051922,9.231786662423568,1.148698354997035,0.014705882352941176,50.506123289111066,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,29735,331.2,2453.570794,92,3,1,69,0,18.19890106572372,7.80570719561629,1.0,0.014285714285714285,58.395362410724765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1790,77156,445.817914,5872.958817,39,30,7,73,0,21.11440063084908,8.678284100668275,1.4757731615945522,0.013513513513513514,77.0360698252515,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1791,88782,357.757645,3118.927949,38,6,1,78,0,18.914482414277163,8.045565187267643,1.0,0.012658227848101266,80.2174106203208,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1792,51489,236.739322,5568.656492,10,14,1,139,0,15.386335561139955,8.625088659924437,1.0,0.007142857142857143,68.52758941876937,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1793,16972,600.0,9029.71466,89,17,5,125,0,24.49489742783178,9.108386786136544,1.379729661461215,0.007936507936507936,49.514197814257585,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1794,99359,233.265397,7591.827171,19,16,9,95,0,15.273028416132801,8.934959287331637,1.5518455739153598,0.010416666666666666,82.8590725136509,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1795,58289,297.6,2255.312942,92,18,1,62,4,17.25108692227826,7.721487318423386,1.0,0.015873015873015872,71.03698437215554,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1796,45173,1286.4,32613.69038,57,20,2,268,0,35.86641883433583,10.392518091007151,1.148698354997035,0.0037174721189591076,65.97153160793859,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1797,93246,41.628869,9445.649461,24,31,2,78,0,6.452043784724341,9.153415403226985,1.148698354997035,0.012658227848101266,81.35870784884531,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1798,43758,1129.929433,6803.596768,29,16,1,171,0,33.6144229907342,8.825353658076414,1.0,0.005813953488372093,65.36375247137484,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1799,75651,375.11129,9766.217126,60,23,2,81,0,19.367790013318505,9.186786865772717,1.148698354997035,0.012195121951219513,76.59933732483472,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1800,0,321.6,7294.846132,91,13,2,67,0,17.933209417167916,8.895060442167749,1.148698354997035,0.014705882352941176,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1801,36938,244.801119,5682.515346,31,32,3,70,0,15.646121532188097,8.645325219219892,1.2457309396155174,0.014084507042253521,62.21623405051832,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1802,50843,393.6,6332.941818,65,12,3,82,0,19.83935482821959,8.75367804139173,1.2457309396155174,0.012048192771084338,68.27695232784883,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
1803,21907,2.96438,4916.577034,47,6,3,62,0,1.7217374945095434,8.500571215417587,1.2457309396155174,0.015873015873015872,53.38690873668625,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1804,77846,342.471939,4798.240889,45,8,1,119,0,18.505997379228173,8.476213036264248,1.0,0.008333333333333333,77.23423813836516,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1805,20228,523.815839,10408.96865,43,3,2,101,1,22.887023375703535,9.250519150077102,1.148698354997035,0.00980392156862745,52.1476683182968,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1806,97030,416.637499,9247.464417,24,14,2,76,0,20.411700051686044,9.132212807752483,1.148698354997035,0.012987012987012988,82.29554815159442,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1807,80864,618.210272,7322.92885,30,5,1,182,0,24.863834619784615,8.898902191110404,1.0,0.00546448087431694,78.08635263759817,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1808,48197,508.8,8275.900104,61,10,6,106,0,22.556595487794695,9.0212237937054,1.4309690811052556,0.009345794392523364,67.2255946629591,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1809,70837,362.743231,5635.403677,19,7,3,73,4,19.045819252528887,8.637001495187496,1.2457309396155174,0.013513513513513514,75.15868164649532,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1810,85297,620.011594,14970.28509,91,7,2,93,0,24.900032008011554,9.613889318084636,1.148698354997035,0.010638297872340425,79.29715923850571,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1811,70177,225.517666,9336.336922,34,12,8,115,0,15.01724561962013,9.14177636444251,1.5157165665103982,0.008620689655172414,74.95568745514294,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1812,52499,1171.537594,48356.96084,61,0,2,138,0,34.2277313592356,10.786386137586605,1.148698354997035,0.007194244604316547,68.91492632390603,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1813,63143,340.8,5686.915259,85,31,3,71,0,18.46076921474292,8.646099073165347,1.2457309396155174,0.013888888888888888,72.70122421207823,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1814,97361,350.4,8622.835375,85,6,2,73,0,18.718974330876144,9.062285203796819,1.148698354997035,0.013513513513513514,82.37622998831876,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1815,50052,624.0,5079.674786,50,6,1,130,0,24.979991993593593,8.533199363640916,1.0,0.007633587786259542,67.96689621091548,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1816,11612,340.8,5623.314472,92,20,5,71,0,18.46076921474292,8.634854348001225,1.379729661461215,0.013888888888888888,44.23680228604307,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1817,78115,255.454322,5270.013569,12,1,4,65,0,15.982938465751534,8.569977951126225,1.3195079107728942,0.015151515151515152,77.31115037623098,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1818,81947,203.993499,8621.172176,78,12,2,71,0,14.282629274751901,9.062092324488349,1.148698354997035,0.013888888888888888,78.38651250622173,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1819,44698,1012.8,7918.334928,88,0,1,211,4,31.824518849465736,8.977062507545106,1.0,0.0047169811320754715,65.76906436543605,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1820,26876,219.209762,21034.01815,53,12,2,66,0,14.805734091898314,9.953943858871884,1.148698354997035,0.014925373134328358,56.69124269952348,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
